name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,cluster,pca_x,pca_y,mood
Ride 'Em On Down,Blue & Lonesome,0.14,0.508,0.949,0.0149,0.376,-4.203,0.0866,116.004,0.726,43,2,0.20927586601313342,1.5637736722274445,Happy
Hate To See You Go,Blue & Lonesome,0.399,0.418,0.828,0.669,0.146,-5.173,0.122,184.436,0.376,41,1,0.7972661869295284,-0.007658160795084298,Mixed
Hoo Doo Blues,Blue & Lonesome,0.358,0.461,0.74,0.138,0.301,-4.961,0.0387,70.003,0.597,31,2,-0.953028302799879,0.15576426779503522,Mixed
Little Rain,Blue & Lonesome,0.844,0.432,0.384,0.0471,0.102,-6.894,0.0279,94.38,0.168,31,0,-2.0368549026125473,-2.7733000428516967,Chill
Just Like I Treat You,Blue & Lonesome,0.303,0.59,0.905,0.00802,0.176,-3.631,0.0424,107.307,0.626,30,2,-0.6145258809851355,1.1771967730051172,Happy
I Can't Quit You Baby,Blue & Lonesome,0.226,0.328,0.711,0.0172,0.0669,-5.037,0.0455,182.5,0.17,35,0,0.48510637809904117,-0.6670606749779745,Mixed
Jumpin' Jack Flash - Live,Havana Moon (Live),0.0776,0.316,0.969,0.421,0.921,-3.911,0.0757,129.598,0.252,28,3,2.3324103826275313,0.057074850503992164,Mixed
It's Only Rock 'N Roll (But I Like It) - Live,Havana Moon (Live),0.177,0.496,0.964,0.00984,0.848,-4.747,0.0671,129.723,0.574,26,3,1.078862292464411,0.7637037967889484,Mixed
Tumbling Dice - Live,Havana Moon (Live),0.159,0.404,0.932,0.0188,0.964,-5.215,0.0687,119.163,0.441,22,3,1.4984573445569607,0.02736206570639357,Mixed
Out Of Control - Live,Havana Moon (Live),0.43,0.476,0.787,0.0193,0.953,-5.697,0.0533,118.915,0.501,29,3,0.3968885705371472,-0.3987958329659715,Mixed
All Down The Line - Live,Havana Moon (Live),0.0507,0.38,0.944,0.234,0.985,-4.43,0.0721,132.361,0.524,20,3,1.8707255708132555,0.5865085184929077,Mixed
Angie - Live,Havana Moon (Live),0.238,0.318,0.69,0.000154,0.735,-6.217,0.0305,157.003,0.417,26,3,0.6734475803096983,-0.6594218124362478,Mixed
Paint It Black - Live,Havana Moon (Live),0.000278,0.293,0.938,0.159,0.968,-4.385,0.0625,137.09,0.397,28,3,2.1642286812195466,0.32311977180226104,Mixed
Honky Tonk Women - Live,Havana Moon (Live),0.0172,0.476,0.975,0.0436,0.872,-4.198,0.0757,116.957,0.522,25,3,1.4243001149996153,0.9157310115155082,Mixed
You Got The Silver - Live,Havana Moon (Live),0.613,0.27,0.702,0.0,0.941,-8.098,0.0435,82.765,0.395,23,0,0.1836192565959668,-2.0637042220823214,Mixed
Before They Make Me Run - Live,Havana Moon (Live),0.102,0.39,0.937,0.000164,0.94,-4.608,0.0602,127.861,0.655,20,3,1.4183076368554066,0.7468937178711885,Happy
Midnight Rambler - Live,Havana Moon (Live),0.185,0.281,0.9,0.145,0.918,-5.72,0.0804,129.685,0.342,22,3,1.9293262927821386,-0.602689292697485,Mixed
Miss You - Live,Havana Moon (Live),0.185,0.476,0.884,0.0606,0.589,-5.513,0.0455,115.307,0.638,22,2,0.21622164744846006,0.6782553316039184,Happy
Gimme Shelter - Live,Havana Moon (Live),0.0453,0.457,0.872,0.0335,0.678,-4.21,0.0339,114.645,0.241,30,3,0.9001283529372711,0.18742566893875717,Mixed
Start Me Up - Live,Havana Moon (Live),0.0989,0.457,0.958,0.0405,0.979,-3.563,0.0455,120.624,0.783,22,2,1.1283816731945415,1.4608806959302039,Happy
Sympathy For The Devil - Live,Havana Moon (Live),0.405,0.614,0.929,0.109,0.954,-5.471,0.0446,107.978,0.551,27,2,0.21222925678708926,0.40623041136407456,Mixed
Brown Sugar - Live,Havana Moon (Live),0.00207,0.438,0.97,0.598,0.909,-4.286,0.0915,126.516,0.42,21,3,1.9568459970791032,0.7158470733770553,Mixed
You Can’t Always Get What You Want - Live,Havana Moon (Live),0.549,0.221,0.808,0.00206,0.815,-5.817,0.0579,174.927,0.344,26,3,1.5724252961496827,-1.3793398147603833,Mixed
(I Can't Get No) Satisfaction - Live,Havana Moon (Live),0.0149,0.341,0.974,0.633,0.345,-4.155,0.0848,131.156,0.321,28,3,1.5726770303611985,0.610264065587594,Mixed
Honky Tonk Women - Live,Totally Stripped - Brixton (Live),0.0016,0.401,0.984,0.000855,0.97,-5.83,0.102,115.993,0.466,17,3,1.930283492757259,0.18925764816078042,Mixed
Tumbling Dice - Live,Totally Stripped - Brixton (Live),0.0039,0.37,0.957,9.44e-05,0.964,-5.741,0.101,119.247,0.365,15,3,2.1047759084807427,-0.1901520936898831,Mixed
You Got Me Rockin’ - Live,Totally Stripped - Brixton (Live),0.00159,0.375,0.96,0.0033,0.957,-5.768,0.0851,130.443,0.417,13,3,2.015186341066847,0.01653845672466332,Mixed
Live With Me - Live,Totally Stripped - Brixton (Live),0.00228,0.342,0.982,0.000335,0.525,-5.73,0.0827,142.456,0.384,11,3,1.7457890006252028,0.06444873216921311,Mixed
Black Limousine - Live,Totally Stripped - Brixton (Live),0.0528,0.356,0.936,0.00397,0.965,-6.378,0.137,118.515,0.417,14,3,2.1899032885854637,-0.4629207297792194,Mixed
Dead Flowers - Live,Totally Stripped - Brixton (Live),0.351,0.456,0.958,0.0,0.895,-6.413,0.0671,136.371,0.539,15,3,1.0976737634381608,-0.12401560420897005,Mixed
Sweet Virginia - Live,Totally Stripped - Brixton (Live),0.351,0.385,0.901,2.88e-06,0.86,-7.095,0.0886,115.651,0.32,14,3,1.297865749939868,-1.1584198019938823,Mixed
Faraway Eyes - Live,Totally Stripped - Brixton (Live),0.514,0.385,0.73,1.94e-06,0.815,-8.582,0.0418,107.128,0.482,15,0,-0.08215704322731814,-1.450216405206239,Mixed
Love In Vain - Live,Totally Stripped - Brixton (Live),0.576,0.316,0.62,0.000535,0.895,-9.47,0.0354,173.292,0.355,12,0,0.4157578298493876,-2.262765570205947,Mixed
Down In The Bottom - Live,Totally Stripped - Brixton (Live),0.145,0.489,0.957,0.000587,0.945,-6.391,0.0628,119.84,0.7,12,3,0.9188457204913265,0.6363143516772505,Happy
Shine A Light - Live,Totally Stripped - Brixton (Live),0.352,0.272,0.824,6.17e-05,0.768,-6.699,0.0494,84.185,0.414,14,3,0.744131730798822,-1.1726741952023771,Mixed
Like A Rolling Stone - Live,Totally Stripped - Brixton (Live),0.018,0.123,0.936,0.000203,0.971,-5.012,0.0753,204.066,0.449,19,3,3.182575765952231,-0.0984791077322512,Mixed
Monkey Man - Live,Totally Stripped - Brixton (Live),0.0654,0.493,0.927,0.0586,0.606,-5.094,0.0501,107.904,0.286,13,3,0.8930026747939535,0.04306583506296447,Mixed
I Go Wild - Live,Totally Stripped - Brixton (Live),0.00428,0.415,0.957,0.000133,0.895,-5.422,0.0988,113.367,0.373,10,3,1.8979731399317608,-0.09525310674450756,Mixed
Miss You - Live,Totally Stripped - Brixton (Live),0.198,0.458,0.93,0.00806,0.811,-6.973,0.0929,116.199,0.465,14,3,1.0994805784011246,-0.2878215428821012,Mixed
Connection - Live,Totally Stripped - Brixton (Live),0.129,0.248,0.945,0.0,0.889,-5.967,0.132,159.571,0.381,11,3,2.7607169018980118,-0.739132937221856,Mixed
Slipping Away - Live,Totally Stripped - Brixton (Live),0.167,0.438,0.839,1.99e-06,0.901,-6.812,0.0374,104.953,0.564,11,3,0.5197818783372474,-0.09960193352456793,Mixed
Midnight Rambler - Live,Totally Stripped - Brixton (Live),0.482,0.302,0.905,0.0077,0.961,-6.156,0.0698,144.478,0.364,12,3,1.7383955452806024,-1.2422333348710082,Mixed
Rip This Joint - Live,Totally Stripped - Brixton (Live),0.116,0.426,0.991,2.6e-05,0.972,-4.112,0.114,103.58,0.376,9,3,2.1586124059564944,-0.14168404282262623,Mixed
Start Me Up - Live,Totally Stripped - Brixton (Live),0.0597,0.423,0.973,0.00145,0.983,-4.911,0.0616,134.512,0.73,11,3,1.5209501235163545,0.9806935187195677,Happy
Brown Sugar - Live,Totally Stripped - Brixton (Live),0.00553,0.377,0.973,0.00604,0.977,-4.874,0.129,139.801,0.393,10,3,2.6142645759172956,-0.09018522370672379,Mixed
Jumpin’ Jack Flash - Live,Totally Stripped - Brixton (Live),0.00143,0.274,0.978,0.125,0.948,-4.906,0.0913,142.601,0.358,11,3,2.679608290912945,-0.14777407474886822,Mixed
Not Fade Away - Live,Totally Stripped - Amsterdam (Live),0.186,0.305,0.883,0.000641,0.971,-7.689,0.0965,105.933,0.665,14,3,1.290169452107195,-0.3730856519951868,Happy
It's All Over Now - Live,Totally Stripped - Amsterdam (Live),0.0197,0.182,0.972,0.000106,0.865,-5.927,0.191,190.049,0.173,16,3,3.9273727493681987,-1.1866632948109432,Mixed
Live With Me - Live,Totally Stripped - Amsterdam (Live),0.0344,0.334,0.979,0.000308,0.96,-5.366,0.15,144.285,0.168,12,3,3.0733332005648872,-0.8730419170554214,Mixed
Let It Bleed - Live,Totally Stripped - Amsterdam (Live),0.218,0.475,0.897,1.46e-06,0.821,-6.677,0.0519,124.066,0.749,14,2,0.44072937178591554,0.543329829539472,Happy
The Spider And The Fly - Live,Totally Stripped - Amsterdam (Live),0.274,0.412,0.853,9.25e-05,0.708,-6.793,0.0607,107.327,0.527,15,3,0.49460291926732564,-0.36972118277964305,Mixed
Beast Of Burden - Live,Totally Stripped - Amsterdam (Live),0.365,0.597,0.893,0.000209,0.918,-6.658,0.036,107.473,0.649,17,2,-0.07473072941787579,0.2997600537038703,Happy
Angie - Live,Totally Stripped - Amsterdam (Live),0.568,0.306,0.724,7.57e-06,0.714,-8.128,0.0574,75.019,0.381,25,0,-0.08625204351958171,-1.8684042451653669,Mixed
Wild Horses - Live,Totally Stripped - Amsterdam (Live),0.458,0.388,0.602,4.43e-05,0.772,-9.214,0.0325,74.899,0.245,16,0,-0.5452802206243536,-2.30570771628444,Mixed
Sweet Virginia - Live,Totally Stripped - Amsterdam (Live),0.303,0.373,0.867,8.41e-06,0.778,-6.613,0.0852,110.262,0.312,14,3,1.183156093697266,-1.0988172953452149,Mixed
Dead Flowers - Live,Totally Stripped - Amsterdam (Live),0.294,0.439,0.927,1.22e-05,0.946,-6.678,0.0816,137.863,0.74,14,3,1.0509344630344843,0.2561813842907385,Happy
Shine A Light - Live,Totally Stripped - Amsterdam (Live),0.443,0.294,0.814,1.81e-05,0.696,-6.652,0.0671,80.387,0.348,13,3,0.6799583340664381,-1.542328298502353,Mixed
Like A Rolling Stone - Live,Totally Stripped - Amsterdam (Live),0.0563,0.175,0.882,0.0,0.786,-6.051,0.0574,203.954,0.385,14,3,2.4919114280715258,-0.4273821639350438,Mixed
Connection - Live,Totally Stripped - Amsterdam (Live),0.542,0.224,0.881,1.03e-05,0.943,-7.272,0.263,167.237,0.154,13,3,3.5110860843824074,-2.8870255472214037,Mixed
Slipping Away - Live,Totally Stripped - Amsterdam (Live),0.0699,0.204,0.805,0.0,0.972,-6.613,0.0649,200.367,0.529,11,3,2.270713913686111,-0.4235824354147748,Mixed
The Worst - Live,Totally Stripped - Amsterdam (Live),0.288,0.42,0.67,0.0,0.921,-8.851,0.048,75.755,0.288,10,0,0.021995264270015625,-1.8150730065235252,Mixed
Gimme Shelter - Live,Totally Stripped - Amsterdam (Live),0.0186,0.4,0.965,0.000147,0.819,-4.962,0.0493,108.806,0.212,19,3,1.6106993426946117,-0.1373943653137016,Mixed
All Down The Line - Live,Totally Stripped - Amsterdam (Live),0.0125,0.21,0.962,0.0132,0.958,-5.025,0.0888,153.486,0.452,12,3,2.758598857650377,-0.11614075920617817,Mixed
Respectable - Live,Totally Stripped - Amsterdam (Live),0.0826,0.301,0.972,0.000751,0.939,-6.109,0.0665,160.848,0.366,11,3,2.303354642616803,-0.30798556974902613,Mixed
Rip This Joint - Live,Totally Stripped - Amsterdam (Live),0.0986,0.203,0.97,6.51e-06,0.948,-5.085,0.153,213.254,0.473,9,3,3.6286144048397264,-0.3721202792694707,Mixed
Street Fighting Man - Live,Totally Stripped - Amsterdam (Live),0.343,0.419,0.955,0.0309,0.968,-6.293,0.0609,127.869,0.442,11,3,1.3529706728738804,-0.4795394159219691,Mixed
Not Fade Away - Live,Totally Stripped (Live),0.139,0.304,0.881,0.00121,0.967,-7.638,0.111,132.722,0.675,25,3,1.5193900309463277,-0.08848493407198031,Happy
Honky Tonk Woman - Live,Totally Stripped (Live),0.00317,0.356,0.962,0.000116,0.966,-5.618,0.109,114.33,0.471,29,3,1.9502087702080915,0.2343695547954368,Mixed
Dead Flowers - Live,Totally Stripped (Live),0.17,0.443,0.957,5.79e-06,0.924,-6.035,0.062,138.067,0.727,23,3,1.0491817264678678,0.8263576253832817,Happy
Faraway Eyes - Live,Totally Stripped (Live),0.496,0.403,0.734,1.15e-06,0.964,-8.656,0.041,108.04,0.467,24,0,0.0054634927120304965,-1.3282413314337118,Mixed
Shine A Light - Live,Totally Stripped (Live),0.4,0.26,0.834,3.3e-05,0.755,-6.425,0.0703,78.94,0.49,23,3,0.7275396356895385,-0.9948661849473217,Mixed
I Go Wild - Live,Totally Stripped (Live),0.0296,0.421,0.943,1.12e-05,0.979,-5.353,0.0795,112.146,0.406,16,3,1.699304864312168,0.061393348602022516,Mixed
Miss You - Live,Totally Stripped (Live),0.09,0.531,0.916,0.0155,0.964,-6.405,0.0469,116.173,0.663,23,2,0.5573614931083701,0.8520511705547693,Happy
Like A Rolling Stone - Live,Totally Stripped (Live),0.0784,0.181,0.873,0.0,0.764,-6.143,0.0638,203.238,0.367,34,3,2.272854383848026,-0.257694574638798,Mixed
Brown Sugar - Live,Totally Stripped (Live),0.000665,0.348,0.973,0.000318,0.98,-4.957,0.101,140.667,0.344,19,3,2.4718306900930496,-0.03486299467894031,Mixed
Midnight Rambler - Live,Totally Stripped (Live),0.512,0.338,0.889,0.0143,0.958,-6.131,0.059,126.278,0.419,23,3,1.190929337146308,-0.9592026763406611,Mixed
Jumpin’ Jack Flash - Live,Totally Stripped (Live),0.000541,0.311,0.972,0.00185,0.97,-5.126,0.0823,141.745,0.399,20,3,2.3471510219344083,0.09305281342174579,Mixed
Gimme Shelter - Live,Totally Stripped (Live),0.0239,0.407,0.958,0.000141,0.888,-5.106,0.0636,109.382,0.23,25,3,1.6728930413130816,-0.10957933697666243,Mixed
Rip This Joint - Live,Totally Stripped (Live),0.0896,0.38,0.97,4.93e-06,0.942,-5.146,0.101,105.544,0.417,16,3,1.912349418164053,-0.10320804315278898,Mixed
Street Fighting Man - Live,Totally Stripped (Live),0.339,0.428,0.952,0.0163,0.952,-6.505,0.0589,127.876,0.431,21,3,1.1810627296195997,-0.36259361524657535,Mixed
Honky Tonk Women - Live,Totally Stripped - Paris (Live),0.0123,0.317,0.966,0.00082,0.979,-6.203,0.12,114.845,0.271,13,3,2.471112447186809,-0.7022321893030847,Mixed
Tumbling Dice - Live,Totally Stripped - Paris (Live),0.0634,0.372,0.931,5.89e-06,0.951,-5.175,0.126,117.074,0.391,13,3,2.1933630929747348,-0.338424017903403,Mixed
You Got Me Rockin’ - Live,Totally Stripped - Paris (Live),0.0018,0.368,0.917,9.55e-06,0.839,-5.61,0.125,131.52,0.274,11,3,2.2743753058746847,-0.5655550456761502,Mixed
All Down The Line - Live,Totally Stripped - Paris (Live),0.0229,0.172,0.969,0.000391,0.879,-4.925,0.154,154.37,0.179,11,3,3.5867196977022053,-1.0949248097473305,Mixed
Shattered - Live,Totally Stripped - Paris (Live),0.0108,0.262,0.964,0.0,0.937,-5.775,0.191,149.416,0.395,10,3,3.2912093308444463,-0.668182177449029,Mixed
Beast Of Burden - Live,Totally Stripped - Paris (Live),0.27,0.527,0.886,1.42e-05,0.966,-6.401,0.0693,111.124,0.539,13,3,0.7116352438948481,-0.10947073785258869,Mixed
Let It Bleed - Live,Totally Stripped - Paris (Live),0.298,0.519,0.947,4.91e-06,0.95,-5.926,0.0703,122.31,0.643,11,3,0.8924933881400742,0.2757241125631061,Happy
Angie - Live,Totally Stripped - Paris (Live),0.563,0.375,0.711,1.86e-06,0.887,-7.894,0.0405,78.092,0.401,12,0,-0.07251107176412605,-1.8421731388720852,Mixed
Wild Horses - Live,Totally Stripped - Paris (Live),0.56,0.411,0.614,1.26e-06,0.909,-8.697,0.0337,77.019,0.373,13,0,-0.5187075048077068,-2.123101834744997,Mixed
Down In The Bottom - Live,Totally Stripped - Paris (Live),0.182,0.423,0.916,0.000182,0.913,-7.606,0.095,121.704,0.552,9,3,1.2408991791778206,-0.33356566298688145,Mixed
Shine A Light - Live,Totally Stripped - Paris (Live),0.507,0.311,0.741,1.69e-06,0.75,-8.602,0.0569,82.32,0.464,10,0,0.07493483292312851,-1.7793951970230149,Mixed
Like A Rolling Stone - Live,Totally Stripped - Paris (Live),0.0406,0.356,0.895,1.44e-06,0.134,-7.103,0.069,105.294,0.511,13,2,0.2584206697600396,0.07421866100489007,Mixed
I Go Wild - Live,Totally Stripped - Paris (Live),0.0335,0.422,0.948,1.4e-05,0.85,-5.595,0.0836,112.103,0.382,13,3,1.5960374499111376,-0.04320005263241088,Mixed
Miss You - Live,Totally Stripped - Paris (Live),0.154,0.407,0.908,0.000859,0.917,-6.806,0.118,115.842,0.454,11,3,1.6055791778444592,-0.539094228965157,Mixed
Connection - Live,Totally Stripped - Paris (Live),0.0481,0.218,0.932,0.0,0.724,-6.556,0.183,162.855,0.289,8,3,3.1271649800867203,-1.1613099943686824,Mixed
Slipping Away - Live,Totally Stripped - Paris (Live),0.229,0.447,0.8,6.55e-06,0.954,-7.201,0.0511,103.926,0.624,8,3,0.42231321479861245,-0.30077122831598985,Happy
Midnight Rambler - Live,Totally Stripped - Paris (Live),0.101,0.282,0.896,0.000432,0.948,-6.55,0.108,144.508,0.332,11,3,2.3350862039307865,-0.8895641531679683,Mixed
Rip This Joint - Live,Totally Stripped - Paris (Live),0.1,0.442,0.99,8.73e-06,0.982,-4.939,0.142,105.699,0.218,7,3,2.4516927442489993,-0.7148699433026513,Mixed
Start Me Up - Live,Totally Stripped - Paris (Live),0.00446,0.48,0.955,1.13e-05,0.985,-5.723,0.074,130.359,0.658,10,3,1.4069522180767968,0.79936645307926,Happy
It's Only Rock N Roll (But I Like It) - Live,Totally Stripped - Paris (Live),0.012,0.394,0.963,0.0,0.925,-5.732,0.0963,140.419,0.646,13,3,1.8208251596269112,0.6017111281747671,Happy
Brown Sugar - Live,Totally Stripped - Paris (Live),0.013,0.268,0.962,0.00999,0.969,-5.837,0.0995,140.575,0.0774,10,3,2.9240657459508315,-1.136838691825538,Mixed
Jumpin’ Jack Flash - Live,Totally Stripped - Paris (Live),0.0174,0.243,0.972,0.0432,0.902,-5.955,0.104,141.685,0.111,10,3,2.92579520590414,-1.0858175817079685,Mixed
Show Intro - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.852,0.172,0.87,0.875,0.708,-18.104,0.0506,128.417,0.0,0,0,0.3382253553227444,-4.458879602199171,Chill
Everybody Needs Somebody To Love - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.0309,0.409,0.973,0.199,0.295,-5.033,0.126,166.601,0.348,16,3,1.7977547133759493,0.254621253945587,Mixed
Pain In My Heart - Live In Ireland / 1965,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.187,0.185,0.911,0.883,0.556,-6.811,0.0719,183.61,0.26,14,3,2.2141473794389968,-0.6586766046479869,Mixed
Down The Road Apiece - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.391,0.395,0.973,0.217,0.723,-5.088,0.103,93.161,0.299,15,3,1.4463806512978146,-0.7978021203601185,Mixed
Time Is On My Side - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.0206,0.329,0.798,0.933,0.694,-4.926,0.0431,97.839,0.311,19,1,1.0901057390756506,0.019389454670530517,Mixed
I'm Alright - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.159,0.446,0.979,0.668,0.833,-6.229,0.113,117.201,0.299,15,3,1.78855482311739,-0.23369985847789396,Mixed
Off The Hook - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.0218,0.444,0.933,0.928,0.916,-5.228,0.0733,76.873,0.533,15,1,1.1823304878485272,0.758028709491787,Mixed
Charlie's Intro To Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.843,0.266,0.961,0.991,0.909,-11.914,0.335,69.859,0.0321,11,3,2.7900204205373225,-4.215360049768185,Chill
Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.00712,0.44,0.918,0.82,0.767,-5.533,0.0788,115.799,0.436,15,1,1.3723489322193176,0.5396385306686556,Mixed
Route 66 - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.019,0.234,0.967,0.322,0.919,-5.615,0.124,166.706,0.633,17,3,2.7072795164966954,0.41121015639715297,Happy
I'm Moving On - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.00343,0.124,0.917,0.945,0.62,-4.829,0.093,163.352,0.304,11,3,2.8563095737168283,-0.2243895264827496,Mixed
The Last Time - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.000267,0.219,0.925,0.428,0.922,-4.903,0.0559,178.251,0.467,18,3,2.5260187569776473,0.35183506619224664,Mixed
Everybody Needs Somebody To Love (Finale) - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),0.107,0.225,0.977,0.714,0.746,-5.949,0.33,88.765,0.193,14,3,3.9012588655005684,-1.6686428657040384,Mixed
You’re Gonna Miss Me When I’m Gone - Live,Live At The Checkerboard Lounge,0.0114,0.513,0.881,0.0229,0.967,-6.142,0.0618,110.215,0.737,23,2,0.6027380545438994,1.032270322619375,Happy
Sweet Little Angel - Live,Live At The Checkerboard Lounge,0.0486,0.313,0.708,5.93e-05,0.652,-5.354,0.0333,170.123,0.688,21,3,0.7385252229516535,0.47573543285511777,Happy
Flip Flop And Fly - Live,Live At The Checkerboard Lounge,0.00743,0.276,0.957,0.0,0.196,-4.688,0.0641,198.193,0.808,18,2,1.3186147077375043,1.461241463011974,Happy
Introduction - Live,Live At The Checkerboard Lounge,0.0893,0.544,0.904,0.00895,0.398,-7.789,0.138,117.116,0.447,17,3,0.5696936682547737,-0.11805106179602681,Mixed
You Don't Have To Go - Live,Live At The Checkerboard Lounge,0.218,0.505,0.683,0.0333,0.69,-7.037,0.0298,86.574,0.719,26,2,-0.9023404921310417,0.23450233731914644,Happy
Country Boy - Live,Live At The Checkerboard Lounge,0.216,0.381,0.729,0.0685,0.836,-6.82,0.0393,147.649,0.425,18,3,0.7233683375508966,-0.643293566337857,Mixed
I’m A King Bee - Live,Live At The Checkerboard Lounge,0.0878,0.523,0.81,0.0549,0.746,-6.851,0.0381,97.498,0.73,18,2,-0.24030196590829336,0.7115075930282967,Happy
Trouble No More - Live,Live At The Checkerboard Lounge,0.0882,0.373,0.869,4.76e-05,0.936,-6.411,0.0678,155.344,0.665,18,3,1.3606928116798391,0.3814819270646392,Happy
County Jail - Live,Live At The Checkerboard Lounge,0.225,0.495,0.674,0.00218,0.907,-6.912,0.0268,79.515,0.498,23,0,-0.41006405450128486,-0.47713350178139774,Mixed
Baby Please Don't Go - Live,Live At The Checkerboard Lounge,0.108,0.357,0.876,0.00355,0.949,-6.596,0.11,155.178,0.617,37,3,1.5900103653704771,0.3018024464474135,Happy
Hoochie Coochie Man - Live,Live At The Checkerboard Lounge,0.26,0.354,0.701,5.49e-05,0.753,-6.42,0.0524,181.562,0.661,27,3,0.6362780052496165,-0.04354573604470137,Happy
Long Distance Call - Live,Live At The Checkerboard Lounge,0.544,0.362,0.672,3.04e-06,0.886,-7.27,0.0844,166.52,0.663,20,3,0.5700879831982182,-1.0251529039355585,Happy
Mannish Boy - Live,Live At The Checkerboard Lounge,0.333,0.33,0.735,0.0,0.554,-6.01,0.114,171.038,0.512,25,3,1.0835467317012124,-0.6886290326679932,Mixed
Got My Mojo Workin' - Live,Live At The Checkerboard Lounge,0.248,0.512,0.835,1.88e-05,0.663,-5.757,0.135,139.738,0.757,19,3,0.7288701396985583,0.4158716475925464,Happy
Next Time You See Me - Live,Live At The Checkerboard Lounge,0.0785,0.483,0.882,0.0108,0.94,-5.079,0.0891,123.248,0.609,17,3,1.226283303578254,0.5206357219560834,Happy
One Eyed Woman - Live,Live At The Checkerboard Lounge,0.119,0.364,0.707,0.00432,0.92,-6.841,0.085,171.557,0.612,26,3,1.1237451998970165,-0.13999492760241858,Happy
Baby Please Don't Go - Live / Instrumental,Live At The Checkerboard Lounge,0.0969,0.692,0.693,0.0245,0.369,-8.231,0.0764,112.235,0.726,25,4,-1.3554424335767623,0.6838645035656792,Happy
Clouds In My Heart - Live,Live At The Checkerboard Lounge,0.321,0.358,0.685,0.0578,0.784,-6.037,0.0376,173.597,0.725,16,3,0.48885429975535794,-0.08506092310180619,Happy
Champagne And Reefer - Live,Live At The Checkerboard Lounge,0.427,0.395,0.647,0.0003,0.842,-7.352,0.0549,172.317,0.542,29,3,0.3177701080034978,-0.8354326037010276,Mixed
Instrumental 1 - Live,Live At The Checkerboard Lounge,0.0957,0.401,0.904,0.255,0.743,-7.721,0.0721,164.776,0.555,15,3,1.2303778049122254,0.18448705210973548,Mixed
Instrumental 2 - Live,Live At The Checkerboard Lounge,0.0443,0.517,0.978,0.846,0.882,-7.116,0.13,138.562,0.263,14,3,1.971830975059543,-0.057186297192459906,Mixed
Introduction - Live,Live At The Checkerboard Lounge,0.113,0.556,0.899,0.00265,0.414,-7.949,0.137,117.303,0.434,2,3,0.650948298975404,-0.4256242136681622,Mixed
You Don't Have To Go - Live,Live At The Checkerboard Lounge,0.213,0.519,0.699,0.0394,0.713,-7.124,0.0339,86.427,0.71,2,4,-0.6208251625046654,-0.09956102804982449,Happy
Baby Please Don't Go - Live,Live At The Checkerboard Lounge,0.109,0.357,0.872,0.004,0.956,-6.618,0.107,155.333,0.619,2,3,1.8849556883634233,-0.2112072546534467,Happy
Hoochie Coochie Man - Live,Live At The Checkerboard Lounge,0.267,0.351,0.704,9.4e-05,0.715,-6.605,0.0616,179.988,0.648,4,3,0.8581494068938275,-0.47696480325959084,Happy
Long Distance Call - Live,Live At The Checkerboard Lounge,0.558,0.354,0.679,4.78e-06,0.82,-7.111,0.0611,79.439,0.599,6,0,-0.08502317528544777,-1.4951861800718769,Mixed
Mannish Boy - Live,Live At The Checkerboard Lounge,0.318,0.325,0.727,0.0,0.552,-6.013,0.121,173.241,0.513,1,3,1.3747291686921008,-1.0596141839938087,Mixed
Got My Mojo Workin' - Live,Live At The Checkerboard Lounge,0.219,0.507,0.856,3.71e-05,0.642,-5.8,0.135,139.831,0.748,2,3,0.953715859207554,0.23477135914253144,Happy
Next Time You See Me - Live,Live At The Checkerboard Lounge,0.0754,0.484,0.884,0.0126,0.569,-5.162,0.0987,123.344,0.603,0,3,0.9803044480132082,0.3388237594689569,Happy
One Eyed Woman - Live,Live At The Checkerboard Lounge,0.14,0.368,0.695,0.00445,0.836,-6.823,0.0744,168.766,0.607,2,3,1.0888158304619637,-0.4996488408921627,Happy
Clouds In My Heart - Live,Live At The Checkerboard Lounge,0.304,0.361,0.689,0.0732,0.738,-6.023,0.0378,172.298,0.721,2,3,0.572450228196096,-0.23546607896533828,Happy
Champagne And Reefer - Live,Live At The Checkerboard Lounge,0.399,0.396,0.731,0.00222,0.116,-7.491,0.0782,171.819,0.617,7,4,-0.11596795787583114,-0.6133185583930887,Happy
Let It Rock - Live,Some Girls: Live In Texas '78,0.00868,0.377,0.981,5.01e-05,0.881,-6.038,0.0866,152.886,0.69,23,3,1.7067587456301574,0.9081747141576865,Happy
